referrer,views_total,views_unique
Google,3752,1117
github.com,894,203
Bing,249,71
cn.bing.com,238,80
chatgpt.com,97,37
link.zhihu.com,81,40
index.ros.org,54,21
pypi.org,51,16
DuckDuckGo,50,17
Baidu,42,22
