time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-23 00:00:00+00:00,483,246,1181,148
2024-05-24 00:00:00+00:00,466,246,1392,156
2024-05-25 00:00:00+00:00,81,56,468,80
2024-05-26 00:00:00+00:00,94,78,601,80
2024-05-27 00:00:00+00:00,356,168,1405,253
2024-05-28 00:00:00+00:00,192,124,1506,305
2024-05-29 00:00:00+00:00,360,181,2155,258
2024-05-30 00:00:00+00:00,378,124,1190,206
2024-05-31 00:00:00+00:00,239,157,1153,175
2024-06-01 00:00:00+00:00,97,47,430,86
2024-06-02 00:00:00+00:00,63,32,447,86
2024-06-03 00:00:00+00:00,257,152,1504,184
2024-06-04 00:00:00+00:00,350,151,1396,214
2024-06-05 00:00:00+00:00,373,200,1333,179
2024-06-06 00:00:00+00:00,43,41,175,48
