referrer,views_total,views_unique
Google,4234,1171
github.com,692,211
Bing,293,74
cn.bing.com,135,61
chatgpt.com,125,36
link.zhihu.com,82,36
DuckDuckGo,69,17
pypi.org,56,16
index.ros.org,45,20
Baidu,37,23
