time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-14 00:00:00+00:00,121,38,465,143
2024-10-15 00:00:00+00:00,296,58,810,213
2024-10-16 00:00:00+00:00,166,65,739,212
2024-10-17 00:00:00+00:00,159,63,689,213
2024-10-18 00:00:00+00:00,158,57,592,177
2024-10-19 00:00:00+00:00,30,21,383,103
2024-10-20 00:00:00+00:00,13,9,277,104
2024-10-21 00:00:00+00:00,242,57,975,206
2024-10-22 00:00:00+00:00,178,56,986,253
2024-10-23 00:00:00+00:00,113,35,815,262
2024-10-24 00:00:00+00:00,151,56,760,221
2024-10-25 00:00:00+00:00,144,39,640,217
2024-10-26 00:00:00+00:00,5,5,415,97
2024-10-27 00:00:00+00:00,4,4,203,87
2024-10-28 00:00:00+00:00,13,13,156,63
