referrer,views_total,views_unique
Google,5460,1025
github.com,1351,243
Bing,233,68
cn.bing.com,219,60
codesign-team.pages.sberrobots.ru,102,1
DuckDuckGo,73,12
pypi.org,67,10
yandex.ru,56,5
link.zhihu.com,53,11
leggedrobotics.github.io,46,7
