time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-19 00:00:00+00:00,409,169,664,132
2025-02-20 00:00:00+00:00,276,111,1012,237
2025-02-21 00:00:00+00:00,213,92,869,222
2025-02-22 00:00:00+00:00,104,34,560,127
2025-02-23 00:00:00+00:00,71,36,439,120
2025-02-24 00:00:00+00:00,347,93,831,241
2025-02-25 00:00:00+00:00,460,141,1048,262
2025-02-26 00:00:00+00:00,171,92,940,243
2025-02-27 00:00:00+00:00,381,102,1130,218
2025-02-28 00:00:00+00:00,229,110,712,199
2025-03-01 00:00:00+00:00,96,24,308,113
2025-03-02 00:00:00+00:00,90,40,322,80
2025-03-03 00:00:00+00:00,138,73,709,228
2025-03-04 00:00:00+00:00,186,125,1064,262
2025-03-05 00:00:00+00:00,31,24,195,68
