referrer,views_total,views_unique
Google,4094,965
github.com,583,190
Bing,318,87
cn.bing.com,182,67
DuckDuckGo,90,25
Baidu,72,36
chatgpt.com,62,19
pypi.org,41,15
search.brave.com,41,8
index.ros.org,39,17
