referrer,views_total,views_unique
Google,3945,1004
github.com,794,239
Bing,247,57
cn.bing.com,122,54
chatgpt.com,98,25
DuckDuckGo,71,22
pypi.org,60,10
index.ros.org,40,22
yandex.ru,32,6
link.zhihu.com,27,17
