referrer,views_total,views_unique
Google,4128,991
github.com,733,222
Bing,209,50
chatgpt.com,116,35
cn.bing.com,110,38
pypi.org,62,11
index.ros.org,50,20
DuckDuckGo,36,16
yandex.ru,31,5
ecosia.org,29,4
