referrer,views_total,views_unique
Google,3098,763
github.com,521,132
Bing,182,37
chatgpt.com,66,25
cn.bing.com,66,20
DuckDuckGo,41,17
search.brave.com,32,9
index.ros.org,31,12
ecosia.org,29,4
yandex.ru,23,4
