time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-21 00:00:00+00:00,47,41,849,123
2024-08-22 00:00:00+00:00,41,28,1271,181
2024-08-23 00:00:00+00:00,116,52,986,197
2024-08-24 00:00:00+00:00,30,23,656,83
2024-08-25 00:00:00+00:00,73,18,504,89
2024-08-26 00:00:00+00:00,193,47,1144,216
2024-08-27 00:00:00+00:00,250,51,1765,232
2024-08-28 00:00:00+00:00,96,48,1328,233
2024-08-29 00:00:00+00:00,79,41,1183,232
2024-08-30 00:00:00+00:00,103,45,1102,174
2024-08-31 00:00:00+00:00,25,20,377,80
2024-09-01 00:00:00+00:00,22,18,548,90
2024-09-02 00:00:00+00:00,60,42,1223,204
2024-09-03 00:00:00+00:00,128,44,1530,249
2024-09-04 00:00:00+00:00,32,20,372,89
