referrer,views_total,views_unique
Google,4942,1007
github.com,1212,184
Bing,299,71
cn.bing.com,162,44
Baidu,103,28
jcarpent.github.io,93,6
DuckDuckGo,84,20
yandex.ru,53,8
pypi.org,39,14
index.ros.org,37,13
