referrer,views_total,views_unique
Google,5271,943
github.com,1361,201
Bing,476,76
cn.bing.com,178,58
chatgpt.com,110,11
yandex.ru,85,5
pypi.org,58,12
DuckDuckGo,50,8
index.ros.org,47,9
com.google.android.gm,40,10
