time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-25 00:00:00+00:00,68,13,348,65
2024-08-26 00:00:00+00:00,193,47,1144,216
2024-08-27 00:00:00+00:00,250,51,1765,232
2024-08-28 00:00:00+00:00,96,48,1328,233
2024-08-29 00:00:00+00:00,79,41,1183,232
2024-08-30 00:00:00+00:00,103,45,1102,174
2024-08-31 00:00:00+00:00,25,20,377,80
2024-09-01 00:00:00+00:00,22,18,548,90
2024-09-02 00:00:00+00:00,60,42,1223,204
2024-09-03 00:00:00+00:00,128,44,1530,249
2024-09-04 00:00:00+00:00,342,69,1194,217
2024-09-05 00:00:00+00:00,116,51,966,227
2024-09-06 00:00:00+00:00,192,57,1067,192
2024-09-07 00:00:00+00:00,37,21,602,79
2024-09-08 00:00:00+00:00,9,8,65,26
