referrer,views_total,views_unique
Google,5097,916
github.com,1265,193
Bing,487,73
cn.bing.com,159,59
chatgpt.com,88,8
yandex.ru,88,4
pypi.org,58,12
DuckDuckGo,48,7
index.ros.org,47,9
link.zhihu.com,38,15
