referrer,views_total,views_unique
Google,5890,796
github.com,1114,191
Bing,247,56
cn.bing.com,90,38
DuckDuckGo,51,15
t.co,27,12
pypi.org,27,7
Yahoo,25,6
statics.teams.cdn.office.net,25,4
oceanhero.today,25,1
