referrer,views_total,views_unique
Google,4887,1062
github.com,1211,198
Bing,413,90
DuckDuckGo,125,16
cn.bing.com,122,48
leggedrobotics.github.io,62,7
Baidu,58,25
yandex.ru,46,4
link.zhihu.com,44,13
com.google.android.gm,33,4
