referrer,views_total,views_unique
Google,5185,1105
github.com,1375,226
Bing,465,97
cn.bing.com,136,45
DuckDuckGo,136,16
yandex.ru,79,6
com.google.android.gm,64,6
Baidu,61,27
leggedrobotics.github.io,60,9
link.zhihu.com,47,15
