referrer,views_total,views_unique
Google,5529,1032
github.com,1334,233
Bing,230,70
cn.bing.com,204,60
DuckDuckGo,131,15
codesign-team.pages.sberrobots.ru,102,1
link.zhihu.com,55,13
yandex.ru,52,5
leggedrobotics.github.io,50,7
pypi.org,40,10
