referrer,views_total,views_unique
Google,5622,1054
github.com,1580,249
Bing,247,76
cn.bing.com,244,59
codesign-team.pages.sberrobots.ru,102,1
DuckDuckGo,70,15
pypi.org,59,10
yandex.ru,53,4
leggedrobotics.github.io,36,9
link.zhihu.com,30,10
