time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-20 00:00:00+00:00,42,26,242,79
2025-04-21 00:00:00+00:00,342,82,625,230
2025-04-22 00:00:00+00:00,347,125,1086,279
2025-04-23 00:00:00+00:00,359,138,1127,323
2025-04-24 00:00:00+00:00,312,223,928,274
2025-04-25 00:00:00+00:00,287,115,762,233
2025-04-26 00:00:00+00:00,65,40,248,100
2025-04-27 00:00:00+00:00,80,52,359,146
2025-04-28 00:00:00+00:00,388,140,729,229
2025-04-29 00:00:00+00:00,376,179,869,266
2025-04-30 00:00:00+00:00,334,148,731,207
2025-05-01 00:00:00+00:00,280,121,447,138
2025-05-02 00:00:00+00:00,158,88,462,138
2025-05-03 00:00:00+00:00,79,42,379,92
2025-05-04 00:00:00+00:00,14,9,82,37
