referrer,views_total,views_unique
Google,5188,929
github.com,1327,247
Bing,280,76
cn.bing.com,190,60
codesign-team.pages.sberrobots.ru,102,1
DuckDuckGo,67,12
Baidu,55,19
pypi.org,50,11
index.ros.org,38,9
yandex.ru,34,3
