time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-17 00:00:00+00:00,,,177,64
2024-11-18 00:00:00+00:00,147.0,67.0,968,217
2024-11-19 00:00:00+00:00,89.0,61.0,1026,253
2024-11-20 00:00:00+00:00,117.0,88.0,859,236
2024-11-21 00:00:00+00:00,67.0,50.0,812,256
2024-11-22 00:00:00+00:00,71.0,37.0,802,198
2024-11-23 00:00:00+00:00,48.0,19.0,291,93
2024-11-24 00:00:00+00:00,18.0,14.0,398,112
2024-11-25 00:00:00+00:00,92.0,49.0,860,248
2024-11-26 00:00:00+00:00,49.0,40.0,984,249
2024-11-27 00:00:00+00:00,52.0,41.0,1037,218
2024-11-28 00:00:00+00:00,60.0,31.0,639,192
2024-11-29 00:00:00+00:00,68.0,55.0,647,179
2024-11-30 00:00:00+00:00,54.0,14.0,404,119
2024-12-01 00:00:00+00:00,47.0,5.0,63,30
