referrer,views_total,views_unique
Google,4071,902
github.com,746,203
Bing,314,81
cn.bing.com,178,69
search.brave.com,93,10
DuckDuckGo,69,22
index.ros.org,64,24
Baidu,50,22
pypi.org,40,16
link.zhihu.com,31,17
