referrer,views_total,views_unique
Google,5326,1055
github.com,1387,232
Bing,228,68
cn.bing.com,208,46
Baidu,97,25
jcarpent.github.io,89,7
DuckDuckGo,75,17
com.google.android.gm,56,8
pypi.org,52,15
chatgpt.com,51,11
