time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-17 00:00:00+00:00,259,79,634,135
2024-06-18 00:00:00+00:00,809,288,1378,167
2024-06-19 00:00:00+00:00,161,102,1544,197
2024-06-20 00:00:00+00:00,363,138,1424,211
2024-06-21 00:00:00+00:00,318,182,1083,166
2024-06-22 00:00:00+00:00,106,52,284,67
2024-06-23 00:00:00+00:00,111,97,639,105
2024-06-24 00:00:00+00:00,284,83,1284,187
2024-06-25 00:00:00+00:00,125,68,1162,201
2024-06-26 00:00:00+00:00,135,57,1023,201
2024-06-27 00:00:00+00:00,92,67,1200,204
2024-06-28 00:00:00+00:00,61,45,852,165
2024-06-29 00:00:00+00:00,46,32,398,86
2024-06-30 00:00:00+00:00,30,22,434,77
2024-07-01 00:00:00+00:00,13,12,236,46
