time_iso8601,stars_cumulative
2021-12-28 00:00:00+00:00,621
2021-12-29 00:00:00+00:00,623
2021-12-30 00:00:00+00:00,624
2021-12-31 00:00:00+00:00,625
2022-01-01 00:00:00+00:00,626
2022-01-02 00:00:00+00:00,627
2022-01-05 00:00:00+00:00,628
2022-01-06 00:00:00+00:00,630
2022-01-11 00:00:00+00:00,633
2022-01-12 00:00:00+00:00,636
2022-01-13 00:00:00+00:00,640
2022-01-14 00:00:00+00:00,642
2022-01-15 00:00:00+00:00,643
2022-01-16 00:00:00+00:00,644
2022-01-19 00:00:00+00:00,645
2022-01-20 00:00:00+00:00,646
2022-01-21 00:00:00+00:00,648
2022-01-23 00:00:00+00:00,650
2022-01-26 00:00:00+00:00,651
2022-01-28 00:00:00+00:00,652
2022-01-29 00:00:00+00:00,653
2022-02-02 00:00:00+00:00,654
2022-02-07 00:00:00+00:00,655
2022-02-09 00:00:00+00:00,657
2022-02-10 00:00:00+00:00,658
2022-02-11 00:00:00+00:00,660
2022-02-14 00:00:00+00:00,661
2022-02-16 00:00:00+00:00,662
2022-02-17 00:00:00+00:00,663
2022-02-18 00:00:00+00:00,664
2022-02-21 00:00:00+00:00,666
2022-02-25 00:00:00+00:00,667
2022-02-28 00:00:00+00:00,668
2022-03-02 00:00:00+00:00,670
2022-03-04 00:00:00+00:00,671
2022-03-09 00:00:00+00:00,673
2022-03-10 00:00:00+00:00,674
2022-03-12 00:00:00+00:00,675
2022-03-13 00:00:00+00:00,676
2022-03-15 00:00:00+00:00,678
2022-03-16 00:00:00+00:00,680
2022-03-18 00:00:00+00:00,681
2022-03-21 00:00:00+00:00,682
2022-03-22 00:00:00+00:00,683
2022-03-24 00:00:00+00:00,684
2022-03-25 00:00:00+00:00,685
2022-03-27 00:00:00+00:00,686
2022-03-28 00:00:00+00:00,689
2022-03-29 00:00:00+00:00,690
2022-03-30 00:00:00+00:00,691
2022-04-01 00:00:00+00:00,692
2022-04-03 00:00:00+00:00,693
2022-04-04 00:00:00+00:00,695
2022-04-07 00:00:00+00:00,697
2022-04-08 00:00:00+00:00,699
2022-04-11 00:00:00+00:00,702
2022-04-12 00:00:00+00:00,703
2022-04-13 00:00:00+00:00,704
2022-04-14 00:00:00+00:00,706
2022-04-15 00:00:00+00:00,707
2022-04-17 00:00:00+00:00,708
2022-04-18 00:00:00+00:00,709
2022-04-20 00:00:00+00:00,710
2022-04-22 00:00:00+00:00,711
2022-04-23 00:00:00+00:00,712
2022-04-26 00:00:00+00:00,713
2022-04-28 00:00:00+00:00,714
2022-04-29 00:00:00+00:00,716
2022-05-01 00:00:00+00:00,717
2022-05-02 00:00:00+00:00,718
2022-05-04 00:00:00+00:00,719
2022-05-05 00:00:00+00:00,721
2022-05-06 00:00:00+00:00,722
2022-05-10 00:00:00+00:00,724
2022-05-11 00:00:00+00:00,725
2022-05-12 00:00:00+00:00,727
2022-05-18 00:00:00+00:00,728
2022-05-19 00:00:00+00:00,730
2022-05-20 00:00:00+00:00,731
2022-05-21 00:00:00+00:00,732
2022-05-23 00:00:00+00:00,733
2022-05-24 00:00:00+00:00,734
2022-05-26 00:00:00+00:00,736
2022-05-28 00:00:00+00:00,737
2022-05-30 00:00:00+00:00,738
2022-05-31 00:00:00+00:00,739
2022-06-01 00:00:00+00:00,740
2022-06-02 00:00:00+00:00,741
2022-06-03 00:00:00+00:00,742
2022-06-04 00:00:00+00:00,743
2022-06-06 00:00:00+00:00,745
2022-06-07 00:00:00+00:00,747
2022-06-09 00:00:00+00:00,748
2022-06-10 00:00:00+00:00,749
2022-06-15 00:00:00+00:00,750
2022-06-17 00:00:00+00:00,751
2022-06-18 00:00:00+00:00,752
2022-06-19 00:00:00+00:00,754
2022-06-21 00:00:00+00:00,755
2022-06-22 00:00:00+00:00,756
2022-06-25 00:00:00+00:00,757
2022-06-26 00:00:00+00:00,758
2022-06-28 00:00:00+00:00,759
2022-06-29 00:00:00+00:00,760
2022-06-30 00:00:00+00:00,763
2022-07-03 00:00:00+00:00,764
2022-07-04 00:00:00+00:00,765
2022-07-05 00:00:00+00:00,766
2022-07-06 00:00:00+00:00,767
2022-07-07 00:00:00+00:00,768
2022-07-09 00:00:00+00:00,769
2022-07-12 00:00:00+00:00,771
2022-07-13 00:00:00+00:00,773
2022-07-16 00:00:00+00:00,774
2022-07-19 00:00:00+00:00,776
2022-07-20 00:00:00+00:00,777
2022-07-22 00:00:00+00:00,778
